0,1,1,0,5,2,-0.04692,0.208483,0.134011,-0.576319,-0.04692,-0.404865,0.539608
0,2,2,0,6,2,-0.095063,0.220887,0.138494,-0.461475,-0.095063,-0.486197,0.640594
0,3,3,0,7,2,-0.126725,0.228627,0.128487,-0.530768,-0.126725,-0.44086,0.58447
0,4,4,0,9,2,-0.149359,0.234336,0.126804,-0.530768,-0.149359,-0.44086,0.58447
0,5,5,1,5,2,-0.097183,0.25688,0.089102,-0.229718,-0.097183,0.009954,0.903448
0,6,6,1,6,2,-0.125074,0.275022,0.061922,-0.170988,-0.125074,-0.013396,0.91638
0,7,7,1,7,2,-0.141208,0.282363,0.04549,-0.122475,-0.141208,-0.032433,0.924115
0,8,8,1,9,2,-0.152728,0.285831,0.033358,-0.122475,-0.152728,-0.032433,0.924115
0,9,9,2,5,2,-0.079955,0.261216,0.075907,-0.246765,-0.079955,0.118686,0.92047
0,10,10,2,6,2,-0.101874,0.286302,0.041072,-0.143623,-0.101874,0.087172,0.942089
0,11,11,2,7,2,-0.116713,0.295437,0.0186,-0.054333,-0.116713,0.059472,0.951424
0,12,12,2,9,2,-0.127218,0.298044,0.003238,-0.054333,-0.127218,0.059472,0.951424
0,13,13,3,5,2,-0.059477,0.260381,0.065947,-0.200946,-0.059477,0.154595,0.943082
0,14,14,3,6,2,-0.074837,0.280288,0.029015,-0.172862,-0.074837,0.148138,0.948632
0,15,15,3,7,2,-0.084966,0.291177,0.005643,-0.148602,-0.084966,0.142484,0.952733
0,16,16,3,9,2,-0.092129,0.297657,-0.010351,-0.148602,-0.092129,0.142484,0.952733
0,17,17,4,5,2,-0.040999,0.254707,0.056735,-0.18213,-0.040999,0.257713,0.947993
0,18,18,4,6,2,-0.017592,0.23032,0.103848,-0.164596,-0.017592,0.224739,0.925065
0,19,19,4,6,2,-0.040462,0.267673,0.023843,-0.121627,-0.040462,0.254561,0.957637
0,20,20,4,7,2,-0.017592,0.23032,0.103848,-0.164596,-0.017592,0.224739,0.925065
0,21,21,4,7,2,-0.041415,0.272805,0.004994,-0.070699,-0.041415,0.251142,0.962737
0,22,22,4,8,2,-0.017592,0.23032,0.103848,-0.164596,-0.017592,0.224739,0.925065
0,23,23,4,9,2,-0.043165,0.275768,-0.011896,-0.070699,-0.043165,0.251142,0.962737
